id,text_clean,text_clean_en
1.7218973857298762e+18,"Dziś Komisja JURI Parlamentu Europejskiego przegłosowała zdjęcie mi i 3 posłów immunitetów za polubienie tego spotu    👇   
Oskarżono nas o „mowę nienawiści”. Głosowanie przesunięto specjalnie na „po wyborach”. Za głosowały grupy z PO,PSL, Hołownią i Lewicą. 

Chcą nas posadzić z art…  ",Ładuję...
1.7199568394109174e+18,"Ekipa Tuska już kombinuję jak zatrzymać CPK i pomóc Niemcom    👇   
#CPK ",Ładuję...
1.719263768767558e+18,"Agencja Praw Podstawowych UE (FRA) opublikowała właśnie wyniki badań, z których wynika, że Polacy są najbardziej tolerancyjnym narodem. Najwiecej rasizmu i dyskryminacji w … Niemczech    👇    ",The EU Agency for Fundamental Rights (FRA) has just published research results showing that Poles are the most tolerant nation. The most racism and discrimination in... Germany 👇    
1.7192593230695798e+18,"Polecam wywiad dla  o najważniejszym wyzwaniu dla Polski od 89 roku tj. Nowym Traktacie i tworzeniu państwa europejskiego wg. myśli komunistów z Ventotene. 

   👉   Tu link do filmu: 

   👉   Tu do opisu najważniejszych poprawek:…  ","I recommend an interview about the most important challenge for Poland since 1989, i.e. the New Treaty and the creation of a European state according to. thoughts of the Ventotene communists. 

   👉 Here is the link to the video: 

   👉 Here's a description of the most important fixes:…  "
1.7192560002454815e+18,"Wyssane z palca bzdury. Nikt takich sygnałów nie wysyłał. Tekst bez zachowania standardów dziennikarskich. Nikt z władz ani rzecznik SP nie został  zapytany o sprawę ani nawet poproszony o komentarz. 
Wstyd takie spiny publikować  ","Made-up nonsense. No one sent such signals. Text without maintaining journalistic standards. No one from the authorities or the SP spokesman was asked about the case or even asked to comment. 
It's a shame to publish such spins  "
1.7182237835913016e+18,"Możecie już donosić do „wyborczej”(demokratyczna i niezależna gazeta) kogo z PiS lub podejrzanego o sympatie do PiS wywalać z pracy. Oczywiście to w ramach podniesienia standardów demokratycznych i „praworządności”.  Mówiłem, że oni nie mają żadnego programu poza #ZemstaPlus ",Ładuję...
1.717822591287669e+18,"A ludzie Tuska organizują teraz dla wszystkich w UE pokaz tego obrzydliwego filmu, który z polskich funkcjonariuszy robi sadystów i morderców. Zawsze pierwsi, aby opluć Polskę    👇    ","And Tusk's people are now organizing a screening of this disgusting film for everyone in the EU, which turns Polish officers into sadists and murderers. Always the first to spit on Poland 👇    "
1.7177954395487974e+18,"Przyznali się, że biurokracja unijna użyła bezprawnie szantażu finansowego, aby wpłynąć na wybory w Polsce    👇    ",They admitted that the EU bureaucracy illegally used financial blackmail to influence the elections in Poland 👇    
1.7176208693238008e+18,"Dziś na „na bezczela” przyznali, że podczas 8 lat nakręcania piekła w Polsce, na ulicach i za granicą, że ustawy sądowe wprowadzają „autorytaryzm” nie chodziło o żadne ustawy i obiektywne kryteria „praworządności” ale o szantaż finansowy, aby osadzić swojego człowieka w Polsce   👇    ",Ładuję...
1.7175983517539087e+18,"To po co było zmienić z 11 razy ustawy sądowe pod ich dyktat niszcząc propaństwowych sędziów i ustrój a dając wiatru w żagle kaście i KOD-owi? Byli tacy co od początku mówili, że to szantaż i nie wolno ulegać. Nauczka na przyszłość. ","So why was it necessary to change court laws 11 times under their dictates, destroying pro-state judges and the system and giving the wind to the caste and KOD? There were those who said from the beginning that it was blackmail and that you should not give in. A lesson for the future. "
1.7174275606304115e+18,"Okłamywanie Polaków ciąg dalszy. 
   👉   W Wp prof Nowak-Far opowiada, że to „nie zmiana traktatów” tylko „rezolucja”. Tymczasem art 48 obecnego traktatu mówi, że to oficjalne procedura zmiany Traktatu. Taka jest też podstawa prawna tej „rezolucji”. 

   👉   W moim ulubionym Konkret24…   ",Ładuję...
1.7172587608323935e+18,"I już kasa. Jak podkreślają „bez żadnych wymogów”. Bo przecież nigdy nie chodziło o żadne „wymogi” tylko zmianę rządu na proniemiecki. Tylko banda frajerów wierzyła w „wymogi”. 
PS 
Jeśli ktoś myśli, że „szybko” i „bez wymogów” oznacza „za darmo” to dalej jest frajerem. Tylko tam…  ",Ładuję...
1.7172519349884726e+18,"Właśnie Komisja Spraw Konstytucyjnych Parlamentu Europejskiego głosami EPP(PO i PSL), SD(Lewica), Renew (Hołownia) przyjęła projekt nowego Traktatu   ❗   ️
To dopiero pierwszy krok, jeśli jednak proces zostanie zakończony będzie to oznaczało przeniesienie kompetencji Polski z 65…  ",Ładuję...
1.7170576534807718e+18,"O co chodzi ws. Nowego Traktatu    👇   

Dziś pierwsze głosowanie w Komisji, potem (prawdopodobnie w listopadzie) na sesji plenarnej, potem Rada i musimy to w Polsce zablokować. 
#StopNiemieckiemuTraktatowi ","What is the New Treaty about?   

Today is the first vote in the Commission, then (probably in November) at the plenary session, then the Council and we have to block it in Poland. 
#StopTheGermanTreaty "
1.7168728525766456e+18,"Dziś EPP(PO i PSL), SD(Lewica), Renew (Hołownia) solidarnie odrzuciły nasz wniosek o debatę w Parlamencie Europejskim ws. skandalicznego zachowania holenderskich władz wobec piłkarzy, działaczy i kibiców Legii. 
A jutro pierwsze głosowanie ws. Nowego Traktatu. Będziemy bronili…  ",Ładuję...
1.716829129931408e+18,Plan Tuska    👇,Tusk's plan 👇
1.7166967203592233e+18," Jak zwykle kłamiecie. Po prostu tak jak często wasi posłowie pomyliłem się w głosowaniu, co szybko poprawiłem . Mój głos jest na „NIE”. Poza tym przepisujecie bzdury od posłów lewicy nie sprawdzając treści , tam nie ma kropki tylko robaki „zwłaszcza do żywienia zwierząt”. Więc…  ",Ładuję...
1.7150683614769075e+18,Rozwija się. Do „piniedzy nie ma i nie będzie” i „to nie nasz program” dochodzi „my tego nie obiecywaliśmy”    🍿,"It is developing. In addition to ""there is no money and there will be no money"" and ""it's not our program"" comes ""we didn't promise this"" 🍿"
1.7150079576439729e+18,"Kompletny fake news. Nam zależy tylko na tym, aby szybko wyciągnąć wnioski z przegranej i jej najważniejszych powodów tj. zaniedbanych reform w obszarach strukturalnej przewagi opozycji zewnętrznej (media, ngo, kultura etc) i ustalić program działania, aby szybko zabrać Polskę…  ",Ładuję...
1.7150032745190687e+18," Ja zgłosiłem się do startu w Warszawie. Byłem gotowy zrezygnować z wielkich pieniędzy, aby pomóc Polsce. Pan Premier jednak stanowczo twierdził, że lepszym kandydatem jest pan Profesor Gliński. Dlatego nie zostało mi nic innego tylko praca w Internecie i objeżdżanie Polski (ponad… ",Ładuję...
1.8462917992638715e+18,,#VALUE!
1.8462638471595254e+18,,#VALUE!
1.8462109459718106e+18,Radosne serduszka obsiadły strefy ekonomiczne.,Ładuję...
1.8462101102651233e+18,"To jest nieprawdopodobne. W normalnym kraju minister zdrowia zostałby wywalony na bruk.

",Ładuję...
1.8461344566181934e+18,"W sondażu IBRIS dla Wydarzeń Tv Polsat na pierwszym miejscu Prawo i Sprawiedliwość. Po roku rządów nieudaczników i destruktorów demokracji, wychodzimy na prowadzenie. Taki będzie już trend. Droga prowadzi do wygranej. Dziękujemy Polacy!","In the IBRIS poll for TV Polsat Events, Law and Justice is in first place. After a year of rule by losers and democrats of democracy, we are taking the lead. This will be the trend. The path leads to victory. Thank you Poles!"
1.8460350787002248e+18,"Mija rok od wyborów parlamentarnych. Czas chaosu, łamania demokracji, złego zarządzania, podwyżek, prześladowania opozycji. Zły czas dla Polski. Trzeba odsunąć ten szkodliwy rząd. 
Im szybciej, tym lepiej.","A year has passed since the parliamentary elections. A time of chaos, violation of democracy, mismanagement, price increases, and persecution of the opposition. Bad time for Poland. This harmful government must be removed. 
The sooner the better."
1.8459349298356024e+18,"Byłem przed kilkoma tygodniami na spotkaniu z Komisją Wenecką (wraz z  i  ). Rozmawialiśmy o praworządności w Polsce. Znamy już opinię. Jednoznacznie w niej wskazano, że nie ma neosędziów. Kompromitacja rządu.",A few weeks ago I attended a meeting with the Venice Commission (together with and ). We talked about the rule of law in Poland. We already know the opinion. It clearly states that there are no neo-judges. Disgrace to the government.
1.8459190714364728e+18,"11 listopada każdy, kto może, powinien wziąć udział w Marszu Niepodległości. Dziś leży na stole sprawa najwyższej wagi - suwerenności Polski.","On November 11, everyone who can should take part in the Independence March. Today, there is a matter of the highest importance on the table - Poland's sovereignty."
1.8457854409697856e+18,"Dlaczego  jeszcze nie odniósł się do propozycji  , żeby zorganizować referendum w sprawie migracji? Jest jakiś problem?",Why has he not yet commented on the proposal to organize a referendum on migration? Is there a problem?
1.8457409377726996e+18,"Po orzeczeniu Trybunału Konstytucyjnego, który stwierdził, że nie może działać komisja śledcza do spraw Pegasusa - grupa przebierańców dalej wzywa ludzi na przesłuchania. Korzystają za pieniądze podatników ze światła, z toalety, wody mineralnej. Weźcie się do uczciwej roboty.",Ładuję...
1.8454637058252966e+18,,#VALUE!
1.8451633556376783e+18,"Do czasu powrotu do polityki  (w co wierzę, że nastąpi szybko), będę pełnił obowiązki wiceprezesa Prawa i Sprawiedliwości. Bardzo dziękuję Panu Prezesowi Jarosławowi Kaczyńskiemu, wszystkim Koleżankom i Kolegom. Od dziś jesteśmy razem dla Polski. Do boju!","Until I return to politics (which I believe will happen quickly), I will act as vice-president of Law and Justice. I would like to thank President Jarosław Kaczyński and all my colleagues. From today we are together for Poland. Let's fight!"
1.844702569865544e+18,"Czy wariaci mogą się uspokoić? Jeszcze nie minęła 14, a ja już mam w biurze informacje o zamachu bombowym na mnie, a później o „zarżnięciu” mnie nożem. Jest piątek, fajny dzień, więcej dystansu do siebie.","Can the crazy people calm down? It's not even 2 p.m. and I already have information in the office about a bomb attack on me and then about me being ""slaughtered"" with a knife. It's Friday, a nice day, more distance from yourself."
1.844673746642027e+18,"Podnoszenie wynagrodzeń dla członków zarządu i rady nadzorczej Tauronu, to skrajna bezczelność tej władzy. Ceny dla ludzi w górę, a dla siebie podwyżki. Nieprawdopodobne.",Raising remuneration for members of the management board and supervisory board of Tauron is an extreme impudence of this government. Prices go up for people and increases for ourselves. Unbelievable.
1.8443910573307863e+18,"Komisja śledcza do spraw wyborów korespondencyjnych, to bezsensownie wydane środki podatników. Rząd ośmieszył ideę komisji śledczej.",The commission of inquiry into postal elections is a waste of taxpayers' funds. The government ridiculed the idea of ​​an investigative commission.
1.8440450082044032e+18,"Kłamcy tworzący rząd nie podwyższą kwoty wolnej od podatku. Kłamali, chcąc władzy. Uśmiechnięte serduszka powinny bić brawo. Tego chcieliście.",The liars forming the government will not increase the tax-free allowance. They lied to want power. Smiling hearts should applaud. This is what you wanted.
1.8440219523041078e+18,"My też. Tyle, że wy do utraty władzy, a my do jej przejęcia. ",Ładuję...
1.8439135175667633e+18,"Minister Zdrowia szuka miliardów na nadwykonania, choć jeszcze niedawno podobno nie było problemów. Czuję, że sprawa nie będzie załatwiona. W budżecie pustki, w rządzie kłótnie, pacjenci odsyłani. Smutny obraz polskiej rzeczywistości.","The Minister of Health is looking for billions for overperformance, although there were apparently no problems until recently. I feel that the matter will not be resolved. The budget is empty, there are quarrels in the government, patients are being sent away. A sad picture of Polish reality."
1.843596907631047e+18,"Nie ma komisji śledczej do spraw Pegasusa. TK przesądził sprawę. Teraz jakaś grupa osób podających się za członków, chce przesłuchiwać ludzi, choć nie ma uprawnienia. Marszałek  powinien usunąć tych samozwańców z pomieszczeń parlamentarnych i obciążyć kosztami.","There is no commission of inquiry into the Pegasus case. The Constitutional Tribunal decided the case. Now some group of people claiming to be members want to interrogate people, even though they have no authority. The Speaker should remove these vigilantes from the parliamentary premises and impose costs."
1.8433708812860582e+18,Padają kolejne firmy. Uśmiechnięci z rządu wykańczają rodzimy biznes. Coraz więcej przedsiębiorców tęskni za czasami naszych rządów i okresem prosperity.,More companies are going bankrupt. Smiling people from the government are destroying the local business. More and more entrepreneurs miss the times of our government and the period of prosperity.
1.8432939310959043e+18,😎,😎
1.8428901149528271e+18,"To mówicie rządzie nieudaczników, że pomoc dla powodzian dopiero za kilka miesięcy? Teraz tylko najważniejsze prace? Ale wy jesteście słabi.",So you're telling the government of losers that help for flood victims will only be available in a few months? Now only the most important works? But you are weak.
1.8428618073140224e+18,"  Nie napisałem, ze nie jest to problem. Wskazałem problem poważniejszy.",Ładuję...
1.8428576512243182e+18,"Spożycie alkoholu wśród młodzieży i dzieci spada od wielu lat. Akcja z alkotubkami była zabiegiem na użytek ludu, a zachowanie ministrów zabawne. Realnym problemem są narkotyki i dopalacze, ale nieudaczniki z rządu są na to za słabi. ","Alcohol consumption among young people and children has been declining for many years. The action with alcohol tubes was for the benefit of the people, and the behavior of the ministers was funny. Drugs and stimulants are a real problem, but the government losers are too weak for that. "
1.84262987668931e+18,"„Proszę, uwierzcie w nas jeszcze raz i nie przestawajcie w nas wierzyć” - to dzisiejsze słowa S. Hołowni. Nie, panie Marszałku. Was już nie będzie w parlamencie. 10 miesięcy lenistwa, ścigania opozycji i waszych kłamstw. Wystarczy.","""Please believe in us again and don't stop believing in us"" - these are today's words of Sr. Hołownia. No, Mr. Speaker. You will no longer be in parliament. 10 months of laziness, chasing the opposition and your lies. Enough."
1.8424717267031002e+18,Czas na czekoladki z alkoholem i kolejne ważne wyzwanie na miarę tego rządu.   🤣,Ładuję...
1.8421824886065892e+18,Rząd chce złagodzić kary za najpoważniejsze przestępstwa. Będzie likwidacja bezwzględnego dożywocia. To nawet trudno komentować. Świat przestępców zadowolony.,The government wants to soften penalties for the most serious crimes. There will be an abolition of absolute life imprisonment. It's even hard to comment. The world of criminals is happy.
1.8418969212306353e+18,"Po drugim kwartale, spółki Skarbu Państwa pokazały wyniki finansowe. Są delikatnie mówiąc tragiczne. Ponad połowa ma straty. Proszę się uśmiechać. Rządzą fachowcy.","After the second quarter, State Treasury companies showed their financial results. They are tragic, to say the least. More than half have losses. Please smile. Professionals rule."
1.841894979540812e+18,,#VALUE!
1.8417221863540454e+18,Wniosek złożył nielegalny PK,Ładuję...
1.8417190097937574e+18,"Miał informacje, że idzie wielka woda na Polskę, ale nic z tym nie zrobił. Mowa o premierze Tusku, który w „sondażu” oceniającym polityków w czasie powodzi, zajął (uwaga) drugie miejsce. Jestem oburzony! Za to powinien być pierwszy.Nazwy pracowni sondażowej z litości nie wspomnę.",Ładuję...
1.841586609244013e+18,"Posła M.Romanowskiego chroni nadal immunitet krajowy (zdjęty sprzecznie z prawem), a co do zatrzymania polecam 248 procedury karnej (nie wolno nikogo zatrzymać na podstawie tych samych faktów i dowodów).","MP M.Romanowski is still protected by national immunity (removed illegally), and as for detention, I recommend criminal procedure 248 (no one can be detained on the basis of the same facts and evidence)."
1.8415371365640402e+18,"Przed laty miałem okazję rozmawiać z prof.Wiąckiem przed wyborem na RPO. Wstrzymałem się. Gdyby cofnąć czas,  zagłosowałbym na NIE! Państwo prawa upadło, a RPO siedzi jak mysz pod miotłą. Można kraść dzieci z Polski, rujnować prawo i więzić bezkarnie ludzi. Wstyd i tyle.","Years ago, I had the opportunity to talk to Prof. Wiącek before being elected as the Ombudsman. I abstained. If I could turn back time, I would vote NO! The rule of law has collapsed and the Ombudsman is sitting like a mouse under the broom. You can steal children from Poland, ruin the law and imprison people with impunity. Shame and that's it."
1.8413860201487939e+18,"Przestańcie w tym rządzie pajacować. Tak się składa, że rządzicie od 10 miesięcy i nadzorujecie wszystkie inspekcje kontrolne. Skoro w sklepach pojawiły się tubki z alkoholem, to was to obciąża. Przestańcie krzyczeć i robić lans, tylko załatwcie sprawę i wprowadźcie zakaz.","Stop clowning around in this government. It so happens that you have been in power for 10 months and supervise all the regulatory inspections. Since tubes of alcohol appear in stores, it burdens you. Stop shouting and making noise, just deal with the matter and introduce a ban."
1.8413676967865183e+18,"Premier Tusk najwyraźniej nie lubi przychodzić do parlamentu i głosować. Statystyki jego absencji są zdumiewające. Wyglada to tak, jakby męczył się premierowaniem.",Prime Minister Tusk apparently does not like coming to parliament and voting. His absenteeism statistics are astonishing. It looks like he's tired of being the prime minister.
1.8412000020324193e+18,Cóż za spektakularna porażka koalicji rządowej. Próbowali usunąć z komisji infrastruktury  i przegrali sami ze sobą. Gratulacje dla odważnej Pani poseł.,What a spectacular failure of the government coalition. They tried to remove the infrastructure committee from the committee and lost to themselves. Congratulations to the brave MP.
1.841138393872208e+18,Są już te dymisje w Totalizatorze? Kolesie parlamentarzystów ekipy rządzącej plus działacze partyjni władzy obsiedli spółkę i żadnej reakcji?,Are these resignations already in Totalizator? Dudes of parliamentarians from the ruling team and party activists from the ruling party gathered around the company and there was no reaction?
1.8410845899236068e+18,"Rząd wynajął 77 samochodów, w tym 5 limuzyn (każda w cenie 300 tysięcy złotych). Ludzie już wiedzą, że to rząd kłamców, którego przedstawiciele mówili o skromności i pokorze. Dziś obsiedli spółki Skarbu Państwa, wożą się limuzynami. Powodzianie biją brawo. Kłamcy.","The government rented 77 cars, including 5 limousines (each priced at PLN 300,000). People already know that this is a government of liars, whose representatives talked about modesty and humility. Today they occupy State Treasury companies and drive around in limousines. Flood victims applaud. Liars."
1.8410365584024988e+18,"Prezes Rady Adwokackiej  rozbawił mnie rano: czytam, że skoro kieruje korespondencję do pana Korneluka, tytułując go Prokurator Krajowy, to znaczy, że tak jest. Panie mecenasie, proszę kierować do mnie pisma, tytułując mnie imperator. To zbuduje moje ego.","The President of the Bar Council made me laugh this morning: I read that if he addresses correspondence to Mr. Korneluk, calling him the National Prosecutor, it means that it is so. Attorney, please send your letters to me, calling me imperator. This will build my ego."
1.8407398758315666e+18,"Policja w kominiarkach, obstawiona ulica, krzyki, rozpacz, wyrywane dziecko. Gdzie takie obrazki? W Piasecznie, w czasie przymusowego odbioru 8.letniego dziecka i wywożeniu do Belgii. Haniebne.","Police in balaclavas, lined the street, screams, despair, a child being torn away. Where are these pictures? In Piaseczno, during the forced pickup of an 8-year-old child and deportation to Belgium. Shameful."
1.8407150698117368e+18,Kilkuletnia dziewczynka Ines została siłą wyrwana i jest przy przerażającym płaczu wywożona do Belgii. Walczyłem o nią kilka lat. Sąd Najwyższy nie zgodził się na jej powrót do Belgii. Dziś dzieci polskie nie maja żadnej ochrony! Potworne. Gratuluje ministrze   .,"A several-year-old girl, Ines, was forcibly taken away and is being taken to Belgium while crying terribly. I fought for it for several years. The Supreme Court did not agree to her return to Belgium. Today, Polish children have no protection! Terrible. Congratulations, Minister."
1.8406951192860268e+18,"Odmówienie wstępu legalnemu  Prokuratorowi Krajowemu Dariuszowi Barskiemu do siedziby Prokuratury Krajowej, to oczywiste naruszenie przepisów i w przyszłości kryminał.","Denying legal access to the National Prosecutor's Office, Dariusz Barski, to the headquarters of the National Prosecutor's Office is an obvious violation of the regulations and a criminal offense in the future."
1.8406920681983386e+18,Odmówiono wstępu do Prokuratury Krajowej legalnemu Prokuratorowi Krajowemu Dariuszowi Barskiemu. Zapanowała anarchia spowodowana przez obecną władzę. Oni niszczą państwo.,"The legal National Prosecutor, Dariusz Barski, was refused entry to the National Prosecutor's Office. There is anarchy caused by the current government. They are destroying the country."
1.840675899110273e+18,"Działacze partyjni związani z ugrupowaniami tworzącymi rząd obsiedli Totalizatora, zgodnie z obietnicą, że nie będzie upolityczniania spółek. Daliście się nabrać, glosujac na tych kłamców.","Party activists associated with the groups forming the government occupied Totalizator, in accordance with the promise that there would be no politicization of the companies. You were fooled by voting for these liars."
1.8404611904655076e+18,"W związku z uchwałą Sądu Najwyższego rozstrzygającą, kto jest Prokuratorem Krajowym - Marszałek S.Hołownia powinien unieważnić czynność zdjęcia przez Sejm immunitetu posłowi M.Wosiowi. Wniosek podpisała osoba nieuprawniona.","In connection with the resolution of the Supreme Court deciding who is the National Prosecutor, Marshal S. Hołownia should invalidate the act of removing the immunity of MP M. Woś by the Sejm. The application was signed by an unauthorized person."
1.8404456375417244e+18,Prokurator Krajowy Dariusz Barski zwrócił się o dopuszczenie go przez Prokuratora Generalnego Adama Bodnara do wykonywania jego funkcji. Blokowanie dostępu będzie sprzeczne z porządkiem prawnym. To oczywiste.,National Prosecutor Dariusz Barski asked Prosecutor General Adam Bodnar to allow him to perform his functions. Blocking access will be contrary to the legal order. It's obvious.
1.8402855640812303e+18," Kompetencje PK są jasno określone w przepisach. Jest pierwszym zastępca PG, ale do jego odwołania potrzebna zgoda Prezydenta. Tyle."," The competences of the PK are clearly defined in the regulations. He is the first deputy of the PG, but his dismissal requires the consent of the President. So much."
1.8402843278855537e+18,"Przepis, który umożliwił przejście ze stanu spoczynku prokuratorowi Barskiemu, tworzyliśmy wiele lat temu. Jest jasny i nie pozostawia żadnych wątpliwości. Jeśli ktoś mówi inaczej, to znaczy, że jest tumanem, który okłamuje ludzi. Barski jest Prokuratorem Krajowym.","We created the provision that allowed prosecutor Barski to retire from retirement many years ago. It is clear and leaves no doubt. If someone says otherwise, it means he is a lunatic who lies to people. Barski is the National Prosecutor."
1.8401244512976036e+18,"Tonie gospodarka, tonie sądownictwo, tonie też polska nauka. Nieudaczniki z rządu niszczą kraj. ",Ładuję...
1.8400916142968837e+18,"Obecna władza zakiwała się. Kilka tygodni temu mówili, że uchwała Sądu Najwyższego rozstrzygająca, kto jest Prokuratorem Krajowym, zakończy definitywnie spór. Uchwała nie jest po ich myśli, więc od wczoraj gardłują, że jej nie uznają, bo to byli neosędziowie. Dno.","The current government has failed. A few weeks ago they said that the resolution of the Supreme Court deciding who is the National Prosecutor will definitively end the dispute. The resolution is not what they wanted, so since yesterday they have been saying that they will not recognize it because they were neo-judges. Bottom."
1.8400716954506941e+18,"Tylko Prokurator Krajowy składa wnioski o kontrole operacyjne (posłuchy). Wczoraj Sąd Najwyższy  przesądził, że jest nim D.Barski. Jeśli podpisze ktoś inny, sąd odmówi zgody. W tle sprawy obcych wywiadów oraz najgroźniejszych  przestępców. Nieudolny rządzie - to nie jest zabawa!",Ładuję...
1.839971372572758e+18,"Wczoraj było orzeczenie Sądu Najwyższego, które potwierdziło, że rząd dokonał zamachu na prokuraturę, dlatego w ramach odwetu dziś rząd zabiera 25 milionów Sądowi Najwyższemu. Rozumiecie? Zemsta za orzeczenie! Zapukali w dno od spodu.","Yesterday, there was a ruling of the Supreme Court, which confirmed that the government had committed an attack on the prosecutor's office, so today, as a form of retaliation, the government is taking PLN 25 million from the Supreme Court. Do you understand? Revenge for the ruling! They knocked on the bottom from below."
1.8399482458515866e+18,"Brakuje kilka miliardów dla szpitali na leczenie pacjentów, którzy nie mogą mieć zabiegów, a w tym samym czasie rząd przekazuje kilkaset milionów na media publiczne (w likwidacji).","There are several billion short for hospitals to treat patients who cannot have procedures, and at the same time the government allocates several hundred million for public media (in liquidation)."
1.8399406266635635e+18,"Podsumujmy ostatnie dni: brak reakcji na ostrzeżenia o powodzi, nieudolna akcja pomocy, porażka w Sądzie Najwyższym (to był zamach na prokuraturę), porażka w sprawie zatrzymania posła Romanowskiego, wielotysięczne zwolnienia w przedsiębiorstwach. Ta władza nie ma już przyszłości.",Ładuję...
1.8397849438256172e+18,"Dobry dzień dla polskiej demokracji, fatalny dla reżimu.",Ładuję...
1.8397102894842148e+18,"Słucham kolejny raz uzasadnienia dzisiejszego orzeczenia sędziego Sądu Najwyższego Zbigniewa Kapińskiego. Jedno z najlepszych w historii polskiego sądownictwa. Wykład o państwie, szacunku, przyzwoitości, niezawisłości, bezstronności. Ogromne wrażenie. Jeszcze Polska nie zginęła!",Ładuję...
1.8396860726718835e+18,😂      😂      😂      😂      😂,Ładuję...
1.8396773366454968e+18,"W składzie Sądu Najwyższego, który orzekł, że w istocie dokonano zamachu na prokuraturę, byli sędziowie z ogromnym doświadczeniem. Obecna władza przykuła się do stanowisk i nie chce uznawać orzeczenia. Przestępcy przyglądają się sytuacji, a w prokuraturze zapanowała anarchia.",Ładuję...
1.839668832077566e+18,Są dwie drogi w tej sytuacji: praworządność i działanie zgodne z orzeczeniem SN i anarchia. Pan właśnie wybrał drogę anarchii.,"There are two paths in this situation: the rule of law and acting in accordance with the Supreme Court's ruling, and anarchy. You have just chosen the path of anarchy."
1.839668059847459e+18,"Po dzisiejszym orzeczeniu Sądu Najwyższego - ksiądz Michał Olszewski i aresztowane urzędniczki Ministerstwa Sprawiedliwości, powinni być natychmiastowo zwolnieni z aresztu! Prokuratura działa nielegalnie.",After today's ruling of the Supreme Court - priest Michał Olszewski and the arrested officials of the Ministry of Justice should be immediately released from custody! The prosecutor's office is acting illegally.
1.8396495281078932e+18,Kompromitacja prokuratury!  wygrywa w sądzie. Nie będzie zatrzymany i aresztowany. Tak zdecydował sąd.,Disgrace of the prosecutor's office!  wins in court. He will not be detained or arrested. This is what the court decided.
1.8396479091191565e+18,jest wolnym człowiekiem. Wygrywa w sądzie! Kompromitacja prokuratury.,Ładuję...
1.839613990592234e+18,"Sąd Najwyższy orzekł, że Dariusz Barski jest Prokuratorem Krajowym! Oznacza to, że decyzje obecnego kierownictwa są bezprawne. Rząd okłamywał społeczeństwo. Do dymisji! To był zamach na prokuraturę.",The Supreme Court ruled that Dariusz Barski is the National Prosecutor! This means that the decisions of the current management are illegal. The government lied to the public. Resign! It was an attack on the prosecutor's office.
1.8395802306476892e+18,"Rząd powinien natychmiast zablokować  ściąganie podatku od powodzian z tytułu wypłaty odszkodowań za zrujnowane mienie. Ale ta władza empatii nie ma. Kasy fiskalne, to było pierwsze zmartwienie rządu, a teraz łupienie pokrzywdzonych ludzi.","The government should immediately block the collection of tax from flood victims for the payment of compensation for ruined property. But this power has no empathy. Cash registers were the government's first concern, and now they are plundering the wronged people."
1.8395439575097838e+18,Dziś rozstrzygnięcie odwołania przez sąd.  jest chroniony przez immunitet międzynarodowy. Nie można go zatrzymać. To oczywiste. Prokuratura składając wniosek narusza rażąco przepisy.,"The court's decision on the appeal is today.  is protected by international immunity. He can't be stopped. It's obvious. When submitting the application, the prosecutor's office grossly violates the regulations."
1.8393495186237071e+18,"Ten rząd zrujnuje polską gospodarkę! Jedna z największych firm na Śląsku - Rafako złożyła wniosek o upadłość. Rząd oszukał ludzi. Obiecywali, że takie firmy nie upadną. Ta firma działała 75 lat do czasów rządu nieudaczników.",This government will ruin the Polish economy! One of the largest companies in Silesia - Rafako - filed for bankruptcy. The government has deceived the people. They promised that such companies would not go bankrupt. This company operated for 75 years until the government of losers.
1.83930652773333e+18,"Słyszałem, że nie tylko Kierwiński zadzwonił do Tuska, żeby go zabrał z Brukseli. Takie same telefony wykonali Budka, Joński i Szczerba. Panie premierze - proszę skrócić ich męki.","I heard that Kierwiński was not the only one who called Tusk to take him from Brussels. Budka, Joński and Szczerba made the same calls. Mr. Prime Minister, please end their suffering."
1.8392960383536458e+18,Tama w Stroniu Śląskim pękła i zalane zostały miejscowości. 11 dni prokuratora czekała na wszczęcie postępowania. Czujecie?,The dam in Stronie Śląskie burst and towns were flooded. The prosecutor waited 11 days to initiate proceedings. Can you feel it?
1.839292846794486e+18,"Można było pracować nad ustawami dla powodzian już kilka dni temu. Pomoc byłaby szybciej skierowana, ale rząd nie chciał, a marszałek Hołownia pojechał za granicę. Reakcja władz państwa na dramat ludzi. Tak, nie kłóćmy się.","It was possible to work on laws for flood victims a few days ago. Help would have been provided faster, but the government did not want it, and Marshal Hołownia went abroad. The reaction of the state authorities to the people's tragedy. Yes, let's not argue."
1.8392813584656264e+18,"Czyli biegła wydała opinię na temat stanu zdrowia  nie mając dostępu do pełnej dokumentacji? Nie napisała też w opinii o operacji, która ma kluczowe znaczenie dla całej sytuacji? Szok.","So the expert issued an opinion on the health condition without having access to the full documentation? She also didn't write in her opinion about the operation, which is of key importance for the whole situation? Shocking."
1.839203425478738e+18,,#VALUE!
1.839073071744881e+18,,#VALUE!
